arxiv_id	title	summary	is_cond_mat	num_refs	num_refs_same_category
nucl-th/9701058	Recent Progress in Quantum Hadrodynamics	Quantum hadrodynamics (QHD) is a framework for describing the nuclear many-body problem as a relativistic system of baryons and mesons. Motivation is given for the utility of such an approach and for the importance of basing it on a local, Lorentz-invariant lagrangian density. Calculations of nuclear matter and finite nuclei in both renormalizable and nonrenormalizable, effective QHD models are discussed. Connections are made between the effective and renormalizable models, as well as between relativistic mean-field theory and more sophisticated treatments. Recent work in QHD involving nuclear structure, electroweak interactions in nuclei, relativistic transport theory, nuclear matter under extreme conditions, and the evaluation of loop diagrams is reviewed.	0	436	364
physics/9701022	One Dimensional Nonlinear Wake-fields Excited in a Cold Plasma by Charged Bunches	One dimensional nonlinear plasma wake-fields excited by a single bunch and by series of bunches are considered. Essential differences are brought to light between negatively charged bunch case and positively one. The bunches with nonuniform distributions of density are investigated. The obtained results show dependence of excited potential electric fields on bunches parameters and allows to choose these parameters optimal.	0	0	0
astro-ph/9702116	Angular Projections of Fractal Sets	We discuss various questions which arise when one considers the central projection of three dimensional fractal sets (galaxy catalogs) onto the celestial globe. The issues are related to how fractal such projections look. First we show that the lacunarity in the projection can be arbitrarily small. Further characteristics of the projected set---in particular scaling---depend sensitively on how the apparent sizes of galaxies are taken into account. Finally, we discuss the influence of opacity of galaxies. Combining these ideas, seemingly contradictory statements about lacunarity and apparent projections can be reconciled.	0	9	9
astro-ph/9702196	An Upper Limit to Arcminute Scale Anisotropy in the Cosmic Microwave Background Radiation at 142 GHz	We present limits to anisotropies in the cosmic microwave background radiation (CMB) at angular scales of a few arcminutes. The observations were made at a frequency of 142 GHz using a 6-element bolometer array (the Sunyaev-Zel'dovich Infrared Experiment) at the Caltech Submillimeter Observatory. Two patches of sky, each approximately 36'x4' and free of known sources, were observed for a total of 6-8 hours each, resulting in approximately 80 independent 1.7' full-width half-maximum pixels. Each pixel is observed with both a dual-beam and a triple-beam chop, with a sensitivity per pixel of 90-150 uK in each chop. These data have been analyzed using maximum likelihood techniques by assuming a gaussian autocorrelation function for the distribution of CMB fluctuations on the sky. We set an upper limit of Delta T/T <= 2.1 x 10^{-5} (95% confidence) for a coherence angle to the fluctuations of 1.1. These limits are comparable to the best limits obtained from centimeter-wavelength observations on similar angular scales but have the advantage that the contribution from known point sources is negligible at these frequencies. They are the most sensitive millimeter-wavelength limits for coherence angles <= 3'. The results are also considered in the context of secondary sources of anisotropy, specifically the Sunyaev-Zel'dovich effect from galaxy clusters.	0	0	0
cond-mat/9702055	Landau Theory of Stripe Phases in Cuprates and Nickelates	We consider a Landau theory of coupled charge and spin-density wave order parameters as a simple model for the ordering that has been observed experimentally in the La_2NiO_4 and La_2CuO_4 families of doped antiferromagnets. The period of the charge-density wave is generically half that of the spin-density wave, or equivalently the charges form antiphase domain walls in the antiferromagnetic order. A sharp distinction exists between the case in which the ordering is primarily charge driven (which produces a sequence of transitions in qualitative agreement with experiment) or spin driven (which does not). We also find that stripes with non-collinear spin order (i.e. spiral phases) are possible in a region of the phase diagram where the transition is spin driven; the spiral is circular only when there is no charge order, and is otherwise elliptical with an eccentricity proportional to the magnitude of the charge order.	1	12	5
cond-mat/9702169	Direct Mott Insulator-to-Superfluid Transition in the Presence of Disorder	We introduce a new renormalization group theory to examine the quantum phase transitions upon exiting the insulating phase of a disordered, strongly interacting boson system. For weak disorder we find a direct transition from this Mott insulator to the Superfluid phase. In d > 4 a finite region around the particle-hole symmetric point supports this direct transition, whereas for 2=< d <4 perturbative arguments suggest that the direct transition survives only precisely at commensurate filling. For strong disorder the renormalization trajectories pass next to two fixed points, describing a pair of distinct transitions; first from the Mott insulator to the Bose glass, and then from the Bose glass to the Superfluid. The latter fixed point possesses statistical particle-hole symmetry and a dynamical exponent z, equal to the dimension d.	1	2	2
cond-mat/9702225	Quantum Hall Spherical Systems: the Filling Fraction	Within the newly formulated composite fermion hierarchy the filling fraction of a spherical quantum Hall system is obtained when it can be expressed as an odd or even denominator fraction. A plot of $\nu\frac{2S}{N-1}$ as a function of $2S$ for a constant number of particles (up to N=10001) exhibits structure of the fractional quantum Hall effect. It is confirmed that $\nu_e +\nu_h=1$ for all particle-hole conjugate systems, except systems with $N_e =N_h$, and $N_e=N_h \pm 1$.	1	0	0
dg-ga/9702015	Conformal invariant functionals of immersions of tori into R^3	We show, that higher analogs of the Willmore functional, defined on the space of immersions M^2\rightarrow R^3, where M^2 is a two-dimensional torus, R^3 is the 3-dimensional Euclidean space are invariant under conformal transformations of R^3. This hypothesis was formulated recently by I.A.Taimanov (dg-ga/9610013). Higher analogs of the Willmore functional are defined in terms of the Modified Novikov-Veselov hierarchy. This soliton hierarchy is associated with the zero-energy scattering problem for the two-dimensional Dirac operator.	0	12	0
gr-qc/9702044	Chaos in Anisotropic Pre-Inflationary Universes	We study the dynamics of anisotropic Bianchi type-IX models with matter and cosmological constant. The models can be thought as describing the role of anisotropy in the early stages of inflation. The concurrence of the cosmological constant and anisotropy are sufficient to produce a chaotic dynamics in the gravitational degrees of freedom, connected to the presence of a critical point of saddle-center type in the phase space of the system. The invariant character of chaos is guaranteed by the topology of the cylinders emanating from unstable periodic orbits in the neighborhood of the saddle-center. We discuss a possible mechanism for amplification of specific wavelengths of inhomogeneous fluctuations in the models. A geometrical interpretation is given for Wald's inequality in terms of invariant tori and their destruction by increasing values of the cosmological constant.	0	14	13
hep-ph/9702254	CP-Violating Reflection of High Energy Fermions during a first order Phase Transition	We study the high energy behaviour of fermions hitting a general wall caused by a first-order phase transition. The wall profile is introduced through general analytic and non-analytic functions. The reflection coefficient is computed in the high energy limit and its connection with the analytic properties of the wall profile function is shown. The high energy behaviour of the fermions hitting the wall is determined either by the leading singularity, i.e. the closest pole to the real axis, when the profile function is analytic, or by the first non-continuous derivative on the real axis, in the non-analytic case. CP-violating wall profiles are studied and it is shown that the respective symmetry properties of the CP-conserving and CP-violating profile functions plays an important role on the size of the CP asymmetry.	0	0	0
hep-th/9702041	Vacuum Tunneling by Cosmic Strings	We consider vacuum tunneling of a new kind where the false vacua are not translationally invariant, but have topological defects that break some of their translational symmetries. In the particular case where the topological defects are cosmic strings, we show the existence of an O(2) \times O(2) symmetric bounce configuration that allows a semi-classical estimate of the rate of cosmic string induced tunneling. A method of reduction is then suggested for simplifying the computation of the bounce action. Some phenomenological applications are described.	0	2	2
math/9702214	One-complemented subspaces of real sequence spaces	Characterizations are given for 1-complemented hyperplanes of strictly monotone real Lorentz spaces and 1-complemented finite codimensional subspaces (which contain at least one basis element) of real Orlicz spaces equipped with either Luxemburg or Orlicz norm.	0	0	0
nucl-th/9702033	Baryon Resonance Extraction from Pi Nucleon Data using a Multichannel Unitary Model	We present organization and solutions for a new analysis of all $\pi N$ elastic and the major inelastic channels to extract detailed characteristics of the contributing baryon resonances. This work is based on the work of R. Cutkosky and collaborators at CMU about 20 years ago. The model features analyticity at the amplitude level and unitarity. Results are similar to previous analyses for strongly excited states, but can vary considerably from previous analyses when the states are weak, the data is poor, or there is a strong model dependence. We emphasize the S_{11}(1535) resonance which has particularly strong model dependence.	0	1	0
quant-ph/9702001	Quantum Computers and Dissipation	We analyse dissipation in quantum computation and its destructive impact on efficiency of quantum algorithms. Using a general model of decoherence, we study the time evolution of a quantum register of arbitrary length coupled with an environment of arbitrary coherence length. We discuss relations between decoherence and computational complexity and show that the quantum factorization algorithm must be modified in order to be regarded as efficient and realistic.	0	185	158
quant-ph/9702026	Spontaneous Symmetry Breaking, Off-diagonal Long-range Order, and Nucleation of Quantum State	Spontaneous symmetry breaking originats in quantum mechanical measurement of the relevant observable defining the physical situation, order parameter is the average of this observable. A modification is made on the random-phase postulate validating the ensemble description. Off-diagonal long-range order, macroscopic wavefunction and interference effects in many-particle systems present when there is a so-called nucleation of quantum state, which is proposed to be the origin of spontaneous gauge symmetry breaking, for which nonconservation of particle number N is not essential. The approach based on nonvanishing expectation of the field operator, $<\hat{\psi}(\vec{r})>$, is only a coherent-state approximation in thermodynamic limit. When $N \to \infty$, this approach is equivalent, but $<\hat{\psi}(\vec{r})>$ is not the macroscopic wavefunction.	0	1	0
alg-geom/9703009	A Remark on the Geometry of Elliptic Scrolls and Bielliptic Surfaces	The union of two quintic elliptic scrolls in P^4 intersecting transversally along an elliptic normal quintic curve is a singular surface Z which behaves numerically like a bielliptic surface. In the appendix to the paper [W. Decker et al.: Syzygies of abelian and bielliptic surfaces in P^4, alg-geom/9606013] where the equations of this singular surface were computed, we proved that Z defines a smooth point in the appropriate Hilbert scheme and that Z cannot be smoothed in P^4. Here we consider the analogous situation in higher dimensional projective spaces P^{n-1}, where, to our surprise, the answer depends on the dimension n-1. If n is odd the union of two scrolls cannot be smoothed, whereas it can be smoothed if n is even. We construct an explicit smoothing.	0	0	0
astro-ph/9703183	Hydra: A Parallel Adaptive Grid Code	We describe the first parallel implementation of an adaptive particle-particle, particle-mesh code with smoothed particle hydrodynamics. Parallelisation of the serial code, ``Hydra'', is achieved by using CRAFT, a Cray proprietary language which allows rapid implementation of a serial code on a parallel machine by allowing global addressing of distributed memory. The collisionless variant of the code has already completed several 16.8 million particle cosmological simulations on a 128 processor Cray T3D whilst the full hydrodynamic code has completed several 4.2 million particle combined gas and dark matter runs. The efficiency of the code now allows parameter-space explorations to be performed routinely using $64^3$ particles of each species. A complete run including gas cooling, from high redshift to the present epoch requires approximately 10 hours on 64 processors. In this paper we present implementation details and results of the performance and scalability of the CRAFT version of Hydra under varying degrees of particle clustering.	0	7	7
chao-dyn/9703008	Intruder States and their Local Effect on Spectral Statistics	The effect on spectral statistics and on the revival probability of intruder states in a random background is analysed numerically and with perturbative methods. For random coupling the intruder does not affect the GOE spectral statistics of the background significantly, while a constant coupling causes very strong correlations at short range with a fourth power dependence of the spectral two-point function at the origin.The revival probability is significantly depressed for constant coupling as compared to random coupling.	0	0	0
cond-mat/9703118	Dynamical mean-field theory of the small polaron	A dynamical mean-field theory of the small polaron problem is presented, which becomes exact in the limit of infinite dimensions. The ground state properties and the one-electron spectral function are obtained for a single electron interacting with Einstein phonons by a mapping of the lattice problem onto a polaronic impurity model. The one-electron propagator of the impurity model is calculated through a continued fraction expansion (CFE), both at zero and finite temperature, for any electron-phonon coupling and phonon energy. In contrast to the ground state properties such as the effective polaron mass, which have a smooth behaviour, spectral properties exhibit a sharp qualitative change at low enough phonon frequency: beyond a critical coupling, one energy gap and then more and more open in the density of states at low energy, while the high energy part of the spectrum is broad and can be explained by a strong coupling adiabatic approximation. As a consequence narrow and coherent low-energy subbands coexist with an incoherent featureless structure at high energy. The subbands denote the formation of quasiparticle polaron states. Also, divergencies of the self-energy may occur in the gaps. At finite temperature such effect triggers an important damping and broadening of the polaron subbands. On the other hand, in the large phonon frequency regime such a separation of energy scales does not exist and the spectrum has always a multipeaked structure.	1	3	1
gr-qc/9703034	Schwarzschild black hole with global monopole charge	We derive the metric for a Schwarzschild black hole with global monopole charge by relaxing asymptotic flatness of the Schwarzschild field. We then study the effect of global monopole charge on particle orbits and the Hawking radiation. It turns out that existence, boundedness and stability of circular orbits scale up by $(1-8 \pi\eta^2)^{-1}$, and the perihelion shift and the light bending by $(1-8 \pi\eta^2)^{-3/2}$, while the Hawking temperature scales down by $(1 - 8 \pi \eta^2)^2$ the Schwarzschild values. Here $\eta$ is the global charge.	0	7	6
gr-qc/9703069	Dissipative cosmological solutions	The exact general solution to the Einstein equations in a homogeneous Universe with a full causal viscous fluid source for the bulk viscosity index $m=1/2$ is found. We have investigated the asymptotic stability of Friedmann and de Sitter solutions, the former is stable for $m\ge 1/2$ and the latter for $m\le 1/2$. The comparison with results of the truncated theory is made. For $m=1/2$, it was found that families of solutions with extrema no longer remain in the full case, and they are replaced by asymptotically Minkowski evolutions. These solutions are monotonic.	0	26	19
hep-ph/9703288	Leptoquark/Squark Interpretation of HERA Events: Virtual Effects in e+e- Annihilation to Hadrons	In reference to the recently observed high Q^2, large x events in deep-inelastic positron-proton scattering at HERA, various leptoquark and supersymmetric scenarios are discussed. We study the impact of virtual leptoquark or R-parity breaking squark exchange as well as generic contact interaction on the production of quark-antiquark pairs in $e^+e^-$ annihilation, in particular at LEP2.	0	151	128
hep-ph/9703349	Two-loop matching of the dipole operators for $b \to s γ$ and $b \to s gluon$	The order $\alpha_s$ corrections to the Wilson coefficients of the dipole operators ($O_7,O_8$) at the matching scale $\mu =m_W$ are a crucial ingredient for a complete next- to-leading logarithmic calculation of the branching ratio for $b \to s \gamma$. Given the phenomenological relevance and the fact that this two-loop calculation has been done so far only by one group [1], we present a detailed re-calculation using a different method. Our results are in complete agreement with those in ref. [1].	0	127	125
hep-ph/9703359	Quark mass effects in QCD jets	The effects induced by the quark masses in three-jet observables have been studied in this thesis. In particular, we have explored a new method: the study of three-jet observables at LEP, different from QCD Sum Rules and Lattice calculations, for determining the b-quark mass. Among other advantages, it would allow to extract the b quark mass far from threshold, in contrast to the other methods described above and it would provide a test of the QCD Renormalization Group predictions. From our NLO calculation, we have estimated, by exploring the $\mu$-dependence of our prediction at m_Z, a theoretical b-quark mass uncertainty of at most 250(MeV) in the DURHAM algorithm, 300(MeV) for JADE and EM and 500(MeV) for the E algorithm. Furthermore, quark mass effects are expected to be quite more important in top production at NLC (Next Linear Collider) and our calculation would be of a great interest.	0	28	27
hep-ph/9703363	Spin-Dependent Twist-Four Matrix Elements from g_1 Data in the Resonance Region	Matrix elements of spin-dependent twist-four operators are extracted from recent data on the spin-dependent g_1 structure function of the proton and deuteron in the resonance region. We emphasize the need to include the elastic contributions to the first moments of the structure functions at Q^2 < 2 GeV^2. The coefficients of the 1/Q^2 corrections to the Ellis-Jaffe sum rules are found to be 0.04 \pm 0.02 and 0.03 \pm 0.04 GeV^2 for the proton and neutron, respectively.	0	50	34
hep-ph/9703399	Coherent Photo- and Leptoproduction of Vector Mesons from Deuterium	We discuss the coherent photo- and leptoproduction of vector mesons from deuterium at intermediate (virtual) photon energies, 3 GeV < nu < 30 GeV. These processes provide several options to explore the space-time evolution of small size quark-gluon configurations. Furthermore, we study the dependence of the production cross section on the energy and momentum transfer t due to variations of the finite longitudinal interaction length. Kinematic regions are determined where the production cross section is most sensitive to the final state interaction of the initially produced hadronic wave packet. For unpolarized deuteron targets this double scattering contribution can be investigated mainly at large values of the momentum transfer t. For polarized targets kinematic windows sensitive to double scattering are available also at moderate t. We suggest several methods for an investigation of color coherence effects at intermediate energies.	0	13	2
hep-ph/9703450	Direct Top Quark Production at Hadron Colliders as a Probe of New Physics	We examine the effect of an anomalous flavor changing chromomagnetic moment which allows direct top quark production (two partons combining into an unaccompanied single top quark in the s-channel) at hadron colliders. We consider both t-c-g and t-u-g couplings. We find that the anomalous charm quark coupling parameter $\kappa_c / \Lambda$ can be measured down to $.06 TeV^{-1}(.009 TeV^{-1}$) at the Tevatron with the Main Injector upgrade(LHC). The anomalous up quark coupling parameter $\kappa_u / \Lambda$ can be measured to $.02 TeV^{-1}(.003 TeV^{-1}$) at the Tevatron(LHC).	0	79	71
hep-ph/9703457	Electroweak baryon and lepton number violating processes at high energies by the valley instanton	We calculate the cross sections of the baryon and lepton number violating processes. The proper valley method enables us to calculate the multi-boson processes, which have the possibility to observation. The mass corrections of the gauge boson, Higgs particle and top quark are evaluated and the group integration and the phase space integration are performed analytically and numerically.	0	6	1
hep-th/9703049	BPS states and supersymmetric index in N=2 type I string vacua	We study the moduli dependence of a class of couplings in $K3\times T^2$ compactifications of type I string theory, for which one-loop amplitudes can be written in terms of an N=2 supersymmetric index. This index is determined for generic models as a function of the BPS spectrum. As an application we compute the one-loop moduli dependence of the $F_g W^{2g}$ couplings, where W is the N=2 gravitational superfield, for type I compactifications based on the Gimon-Johnson K3 orientifolds, showing explicitly their dependence on the aforementioned index.	0	12	12
math/9703206	On two-generator satellite knots	Techniques are introduced which determine the geometric structure of non-simple two-generator $3$-manifolds from purely algebraic data. As an application, the satellite knots in the $3$-sphere with a two-generator presentation in which at least one generator is represented by a meridian for the knot are classified.	0	0	0
math/9703215	On the zeros of the Hahn-Exton q-Bessel function and associated q-Lommel polynomials	For the Bessel function \begin{equation} \label{bessel} J_{\nu}(z) = \sum\limits_{k=0}^{\infty} \frac{(-1)^k \left( \frac{z}{2} \right)^{\nu+2k}}{k! \Gamma(\nu+1+k)} \end{equation} there exist several $q$-analogues. The oldest $q$-analogues of the Bessel function were introduced by F. H. Jackson at the beginning of this century, see M. E. H. Ismail \cite{Is1} for the appropriate references. Another $q$-analogue of the Bessel function has been introduced by W. Hahn in a special case and by H. Exton in full generality, see R. F. Swarttouw \cite{Sw1} for a historic overview. Here we concentrate on properties of the Hahn-Exton $q$-Bessel function and in particular on its zeros and the associated $q$-Lommel polynomials.	0	0	0
nucl-th/9703035	Fermionic Molecular Dynamics: Multifragmentation in heavy-ion collisions and in excited nuclei	Within Fermionic Molecular Dynamics we investigate fragmentation of a compound system which was created in a heavy-ion collision at a beam energy in the Fermi energy domain and the decay of excited iron nuclei. We show that in FMD many-body correlations play an important role in the formation of fragments.	0	0	0
nucl-th/9703041	Comment on "A Search for Narrow Sum Energy Lines in Electron-Positron Pair Emission from Heavy Ion collisions near the Coulomb Barrier"	The report of Ahmad et al., states that ``No evidence is found for sharp peaks in the present data.'' But this statement is factually inaccurate. Figure 1 exhibits the APEX' published U + Th ``wedge cut'' data, and background, which show a distinct (3.2 sigma) maximum of 83 excess pair counts in the 20 keV bin near 790 keV. A one-gaussian best fit to this excess reduces chi-squared (for the 21 bins from 500 to 920 keV) by 12.6 from 28.3 to 16.7, and the reduced chi-squared value from 1.41 to 0.98. Furthermore, at the 99% Confidence Level, the data impose lower and upper bounds of (24, 146) respectively upon the mean excess pair count in this bin. This data therefore provides positive, statistically significant evidence for sharp pairs near 790 keV. Whether this evidence is compelling is a separate question not addressed here.	0	2	2
astro-ph/9704015	Three dimensional, axisymmetric cusps without chaos	We construct three dimensional axisymmetric, cuspy density distributions, whose potentials are of St\"ackel form in parabolic coordinates. As in Sridhar and Touma (1997), a black hole of arbitrary mass may be added at the centre, without destroying the St\"ackel form of the potentials. The construction uses a classic method, originally due to Kuzmin (1956), which is here extended to parabolic coordinates. The models are highly oblate, and the cusps are "weak", with the density, $\rho \propto 1/r^k$, where $0<k<1$.	0	0	0
astro-ph/9704227	Evolutionary and Pulsational Constraints for Super-metal-rich Stars with Z=0.04	We investigate the evolutionary behavior of stellar structures with metallicity Z=0.04 in order to disclose theoretical expectations for both evolutionary and pulsational behaviors of Super-Metal-Rich (SMR) objects, which are found in the solar neighborhood, in the Galactic bulge and in elliptical galaxies. We find that at the exhaustion of central helium SMR stars definitely undergo the gravonuclear instabilities previously found in some He burning structures with solar metallicity (Bono et al. 1997b). On the basis of the evolutionary scenario, we investigate the expected pulsational behavior of He burning SMR stars for suitable assumptions on the pulsators evolutionary parameters. Nonlinear, nonlocal, and time-dependent convective models are discussed, the modal stability is investigated for the first two modes, and the theoretical predictions about the period distribution inside the instability strip and the shape of both light and velocity curves are presented. Full amplitude, nonlinear envelope models show that the range of effective temperatures where SMR RR Lyrae variables present a stable limit cycle is smaller in comparison with pulsators characterized by lower metal abundances. We show that both periods and light curves of different groups of type II Cepheids with periods shorter than six days, presented by Diethelm (1983,1990), can be all reproduced by suitable variations in the effective temperature or in the luminosity level of our SMR post-HB models, supporting evidence of a substantial homogeneity of these variable.	0	0	0
cond-mat/9704143	Non-linear current through a barrier in 1D wires with finite-range interactions	The transport properties of a tunnel barrier in a one-dimensional wire are investigated at finite voltages and temperatures. We generalize the Luttinger model to account for finite ranges of the interaction. This leads to deviations from the power law behaviour first derived by Kane and Fisher. At high energies the influence of the interaction disappears and the Coulomb blockade is suppressed. The crossover in the voltage or in the temperature dependence can provide a direct measure for the range of the interaction.	1	0	0
cond-mat/9704178	Generalization of Gutzwiller Approximation	We derive expressions required in generalizing the Gutzwiller approximation to models comprising arbitrarily degenerate localized orbitals.	1	0	0
cond-mat/9704181	Paramagnetic Breakdown of Superconductivity in Ultrasmall Metallic Grains	We study the magnetic-field-induced breakdown of superconductivity in nm-scale metal grains having a mean electron level spacing $d \simeq \tilde\Delta$ (bulk gap). Using a generalized variational BCS approach that yields good qualitative agreement with measured spectra, we argue that Pauli paramagnetism dominates orbital diamagnetism, as in the case of thin films in a parallel magnetic field. However, the first-order transition observed for the latter can be made continuous by finite size effects. The mean-field procedure of describing the system by a single pairing parameter $\Delta$ breaks down for $d \simeq \tilde\Delta$.	1	3	2
dg-ga/9704001	Characteristic Classes for the Degenerations of Two-Plane Fields in Four Dimensions	There is a remarkable type of field of two-planes special to four dimensions known as an Engel distributions. They are the only stable regular distributions besides the contact, quasi-contact and line fields. If an arbitrary two-plane field on a four-manifold is slightly perturbed then it will be Engel at generic points. On the other hand, if a manifold admits an oriented Engel structure then the manifold must be parallelizable and consequently the alleged Engel distribution must have a degeneration loci -- a point set where the Engel conditions fails. By a theorem of Zhitomirskii this locus is a finite union of surfaces. We prove that these surfaces represent Chern classes associated to the distribution.	0	1	0
hep-ph/9704230	High-energy photon splitting in a strong Coulomb field	The helicity amplitudes of the high-energy photon splitting in the external Coulomb field are obtained exactly in the parameter $\al$. The cases of screened and unscreened potentials are investigated. The consideration is based on the quasiclassical approach, valid for small angles between all photon momenta. New representation of the quasiclassical electron Green function is exploited. General expressions obtained are analyzed in detail for the case of large transverse momenta of both final photons compared to the electron mass.	0	2	1
hep-th/9704042	Can Magnetic Charge and Quantum Mechanics Co-exist ?	It is proven that if more than a single magnetic charge exists it is impossible to define a proper quantum mechanical angular momentum operator for an electrically charged particle in the field of the magnetic charges. Assuming that quantum mechanics is correct we conclude that free magnetic charges (i.e. magnetic charges with a Coulomb-like magnetic field) can not exist. The only apparent way to avoid this conclusion is if magnetic charges do exist, they must be permanently confined in monopole anti-monopole pairs, much in the same way quarks are thought to be confined.	0	0	0
hep-th/9704064	Massive Schwinger model within mass perturbation theory	In this article we give a detailed discussion of the mass perturbation theory of the massive Schwinger model. After discussing some general features and briefly reviewing the exact solution of the massless case, we compute the vacuum energy density of the massive model and some related quantities. We derive the Feynman rules of mass perturbation theory and discuss the exact $n$-point functions with the help of the Dyson-Schwinger equations. Further we identify the stable and unstable bound states of the theory and compute some bound-state masses and decay widths. Finally we discuss scattering processes, where the resonances and particle production thresholds of the model are properly taken into account by our methods.	0	32	19
hep-th/9704085	Second-Class Constraints and Local Symmetries	In the framework of the generalized Hamiltonian formalism by Dirac, the local symmetries of dynamical systems with first- and second-class constraints are investigated. For theories with an algebra of constraints of special form (to which a majority of the physically interesting theories belongs) the method of constructing the generator of local-symmetry transformations is obtained from the requirement of the quasi-invariance of an action. It is proved that second-class constraints do not contribute to the transformation law of the local symmetry which entirely is stipulated by all the first-class constraints. It is thereby shown that degeneracy of special form theories with the first- and second-class constraints is due to their quasi-invariance under local-symmetry transformations.	0	2	2
hep-th/9704157	T-Duality and Two-Loop Renormalization Flows	Manifest T-duality covariance of the one-loop renormalization group flows is shown for a generic bosonic sigma model with an abelian isometry, by referring a set of previously derived consistency conditions to the tangent space of the target. For a restricted background, T-duality transformations are then studied at the next order, and the ensuing consistency conditions are found to be satisfied by the two-loop Weyl anomaly coefficients of the model. This represents an extremely non-trivial test of the covariance of renormalization group flows under T-duality, and a stronger condition than T-duality invariance of the string background effective action.	0	24	24
astro-ph/9705077	Atmosphere Models for Very Low Mass Stars, Brown Dwarfs and Exoplanets	Over the past decade considerable effort, both observational and theoretical, has been directed towards a more accurate determination of the stellar lower main sequence and of the sub-stellar domain covered by Brown Dwarfs and Planets. A review of the recent improvement in the theory of cool model atmospheres is presented.	0	0	0
astro-ph/9705147	The High Resolution IRAS Galaxy Atlas	An atlas of the Galactic plane (-4.7 deg < b < 4.7 deg) plus the molecular clouds in Orion, Rho Oph, and Taurus-Auriga has been produced at 60 and 100 micron from IRAS data. The Atlas consists of resolution-enhanced coadded images having 1 arcmin -- 2 arcmin resolution as well as coadded images at the native IRAS resolution. The IRAS Galaxy Atlas, together with the DRAO HI line / 21 cm continuum and FCRAO CO (1-0) line Galactic plane surveys, both with similar (approx. 1 arcmin) resolution, provide a powerful venue for studying the interstellar medium, star formation and large scale structure in our Galaxy. This paper documents the production and characteristics of the Atlas.	0	45	45
astro-ph/9705206	A catalogue of [Fe/H] determinations : 1996 edition	The Catalogue of [Fe/H] determinations has been updated and now includes 5946 determinations for 3247 stars (with 751 stars in 84 associations, clusters or galaxies). The 700 bibliographical references are complete up to December 1995 and refer only to [Fe/H] determinations obtained from high-resolution spectroscopic observations. The Catalogue also gives the spectral type, the object type, the visual magnitude and colour, as well as determinations of the effective temperature and gravity for each star, when available. In this paper, we comment on the Catalogue, the parameters listed in it, its stellar content,and the precautions that should be observed when using it. The full Catalogue is only available in electronic form at the CDS or upon request (soubiran@observ.u-bordeaux.fr).	0	2	2
astro-ph/9705245	Search for Neutrinos from the Core of the Earth with the Baikal Underwater Detector NT-36	The first stage of the Baikal Neutrino Telescope NT-200, the detector NT-36, was operated from 1993 to 95. The data obtained with this small array were analysed to search for vertically upward muons. Apart from neutrinos generated in the atmosphere at the opposite side of the Earth, such muons might be due to neutrinos produced in neutralino annihilations in the center of the Earth. We have selected two clear neutrino candidates. From this, an 90%CL upper limit of 1.3 x 10^-13 muons cm^(-2) sec^(-1) in a cone with 15 degree half-aperture around the opposite zenith is obtained for muons due to neutralino annihilation.	0	1	1
cond-mat/9705257	On-line learning in a discrete state space	On-line learning of a rule given by an N-dimensional Ising perceptron, is considered for the case when the student is constrained to take values in a discrete state space of size $L^N$. For L=2 no on-line algorithm can achieve a finite overlap with the teacher in the thermodynamic limit. However, if $L$ is on the order of $\sqrt{N}$, Hebbian learning does achieve a finite overlap.	1	0	0
hep-lat/9705013	Exotic hadronic states and all-to-all quark propagators	We discuss methods to obtain accurate hadronic spectra with propagating quarks. Comparing the determination of masses for spin-exotic hybrid mesons with glueball mass determinations, we conclude that quark propagators from all sites to all other sites would enable great improvement in the errors. Such propagators are achievable by using stochastic estimators. We discuss previous attempts and present our method for maximal variance reduction. This is a very promising technique and we illustrate it by obtaining the spectrum of ground state and excited B mesons in the limit where the $b$ quark is static.	0	4	4
hep-lat/9705032	Field strength correlators in full QCD	We study, by numerical simulations on a lattice, the behaviour of the gauge-invariant two-point correlation functions of the gauge field strengths in the QCD vacuum with dynamical fermions.	0	203	16
hep-lat/9705034	Leptonic Decays of Heavy Quarks on the Lattice	The status of lattice calculations of heavy-light decay constants and of the $B$ parameter $B_B$ is reviewed. After describing the lattice approach to heavy quark systems, the main results are discussed, with special emphasis on the systematic errors in present lattice calculations. A detailed analysis of the continuum limit for decay constants is performed. The implications of lattice results on studies of CP violation in the Standard Model are discussed.	0	45	21
hep-ph/9705294	A Simple Approximation of the One-Loop Corrected Cross Section for $e^+e^-\to W^+W^-$ at LEP 2	Using the SU(2) gauge coupling, $g_{W^\pm} (M^2_{W^\pm})$, at the high-energy scale of $M_{W^\pm}$, defined by the (theoretical value of the) leptonic W-width, rather than using the low-energy value, defined via the Fermi coupling, $G_\mu$, in the Born approximation, and supplementing with Coulomb corrections and initial state radiation, errors with respect to the exact one-loop results for the differential cross section of $e^+e^-\to W^+W^-$ are below 1% at LEP 2 energies at all $W^+W^-$ production angles. A similar procedure is suggested to incorporate leading bosonic loop effects into four-fermion production in the fermion-loop scheme. The resulting accuracy below 1% is sufficient for LEP 2 experiments.	0	7	7
