,filename,cell_index,cell_type,slide_type,n_lines,cell_text
546,4_topic_modeling.ipynb,72,markdown,slide,2,"Apply the law of total probability:	$$\Pr(w|d) = \sum_t\limits\Pr(w|t,d)\Pr(t|d)$$"
547,4_topic_modeling.ipynb,73,markdown,slide,3,"**Assumption**:	$$\Pr(w|t,d) = \Pr(w|t)$$	> Suppose that the document $d$ has topic $t$. Then the probability to find the word $w$ in the document $d$ for the given $t$ does not depend on the document!"
548,4_topic_modeling.ipynb,74,markdown,slide,1,So we have $$\Pr(w|d) = \sum_t\limits\Pr(t|d)\Pr(w|t)$$
549,4_topic_modeling.ipynb,75,markdown,slide,1,"Denote $$\Theta = \lbrace \Pr(t_k|d_i) \rbrace_{ik}, \Phi = \lbrace \Pr(w_j|t_k) \rbrace_{kj}$$"
550,4_topic_modeling.ipynb,76,markdown,slide,2,We can write $P = \Theta\Phi$	> $P_{ij} = \Pr(w_j|d_i) = \sum\limits_t \Pr(t_k|d_i) \Pr(w_j|t_k) = \sum\limits_t \Theta_{ik} \Phi_{kj} = (\Theta \Phi)_{ij}$
551,4_topic_modeling.ipynb,77,markdown,slide,4,# PLSA algorithm	How do we find $\Theta$ and $\Phi$?		Apply Expextation-Maximization algorithm similar to $k$-means.
552,4_topic_modeling.ipynb,78,markdown,slide,2,## Expectation step	$$H_{dwt} =\Pr(t | d w) = \dfrac{\Pr(w|t) \Pr(t|d)}{\Pr(w|d)} = \dfrac{\Phi_{tw} \Theta_{dt}}{\sum\limits_s \Phi_{sw} \Theta_{ds}}$$
553,4_topic_modeling.ipynb,79,markdown,slide,6,"## Maximization step		How many times the word $w$ in document $d$ belongs to the topic $t$: $$\hat{n}_{dwt} = \mathrm{TF}(w, d) \cdot H_{dwt}$$ ($\mathrm{TF}$ is term frequency).			"
554,4_topic_modeling.ipynb,80,markdown,slide,1,"Using $\hat{n}_{dwt}$, we can compute new approximations for $\Theta$ and $\Phi$."
555,4_topic_modeling.ipynb,81,markdown,slide,4,- New approximations for $\Theta$:	- $\hat{n}_{dt} = \sum\limits_w \hat{n}_{dwt}$	- $\hat{n}_{d} = \sum\limits_t \hat{n}_{dt}$	- $\Theta_{dt} = \dfrac{\hat{n}_{dt}}{\hat{n}_{d}}$
556,4_topic_modeling.ipynb,82,markdown,slide,4,- New approximations for $\Phi$:	- $\hat{n}_{wt} = \sum\limits_d \hat{n}_{dwt}$	- $\hat{n}_{t} = \sum\limits_w \hat{n}_{wt}$	- $\Phi_{tw} = \dfrac{\hat{n}_{wt}}{\hat{n}_{t}}$
557,4_topic_modeling.ipynb,83,markdown,slide,5,"As usual, we may add something to numerators and denominators to smooth probability estimations:		$$\Theta_{dt} = \dfrac{\hat{n}_{dt} \color{red}{+ \alpha_t}}{\hat{n}_{d}\color{red}{+ \alpha_0}}, \Phi_{tw} = \dfrac{\hat{n}_{wt} \color{red}{+ \beta_w}}{\hat{n}_{t}\color{red}{+ \beta_0}}$$		This version is called LDA (Latent Dirichlet Allocation)"
558,4_topic_modeling.ipynb,84,markdown,slide,1,## Colab demo: PLSA implementation
559,4_topic_modeling.ipynb,85,code,-,104,"import numpy as np	import scipy.sparse		def plsa_decomposition(	X, n_topics, n_iterations=10,	alpha_t=0, alpha_0=0, beta_w=0, beta_0=0,	phi=None, theta=None, update_phi=True,	random_state=0	):	""""""	param X: (document, word) matrix with word counts	(the output of CountVectorizer)	return: (theta, phi) such that theta * phi ≈ X	""""""	n_documents, n_words = X.shape		# theta is the matrix of topics for documents	theta_shape = (n_documents, n_topics)	np.random.seed(random_state)	if theta is None:	# initialize theta with random normalized rows	theta = np.random.random(theta_shape)	theta /= np.sum(theta, axis=1)[:, None]  # normalize rows	else:	assert theta.shape == theta_shape, ""theta has wrong shape, expected {}, got {}"".format(	theta_shape, theta.shape)		# phi is the matrix of topics for words	phi_shape = (n_topics, n_words)	if phi is None:	# initialize phi with random normalized columns	phi = np.random.random(phi_shape)	phi /= np.sum(phi, axis=0)	else:	assert phi.shape == phi_shape, ""phi has wrong shape, expected {}, got {}"".format(	phi_shape, phi.shape)		# iterate over nonzero items of the input matrix	D, W, word_counts = scipy.sparse.find(X)	# in this implementation, the number of iterations is fixed	# an alternative way is to iterate until convergence of theta and phi	for _ in tqdm(range(n_iterations), desc=""iterations""):	# initialize ""n-hat"" variables	n_hat_td = np.zeros(theta.shape)	n_hat_wt = np.zeros(phi.shape)	n_hat_t = np.zeros(n_topics)	n_hat_d = np.zeros(n_documents)		# calculate all the normalization factors with one matrix multiplication	# Z[d, t] = \sum_{t} theta_[d, t] * phi_[t, w]	Z = theta @ phi		for d, w, word_count in zip(D, W, word_counts):	for t in range(n_topics):	delta = word_count * theta[d, t] * phi[t, w] / Z[d, w]	n_hat_td[d, t] += delta	n_hat_wt[t, w] += delta	n_hat_t[t] += delta	n_hat_d[d] += delta		# update	# broadcasting: (n_doculents, n_topics) / (n_documents,)	theta = (n_hat_td + alpha_t) / (n_hat_d[:, None] + alpha_0)	if update_phi:	# broadcasting: (n_topics, n_words) / (n_topics,)	phi = (n_hat_wt + beta_w) / (n_hat_t[:, None] + beta_0)		return theta, phi			from sklearn.base import BaseEstimator		class PLSA(BaseEstimator):	def __init__(	self, n_topics=10, n_iterations=10,	alpha_t=0, alpha_0=0, beta_w=0, beta_0=0,	random_state=0	):	self.n_topics = n_topics	self.n_iterations = n_iterations	self.alpha_t = alpha_t	self.alpha_0 = alpha_0	self.beta_w = beta_w	self.beta_0 = beta_0	self.random_state = random_state		def fit_transform(self, X, y=None):	theta, phi = plsa_decomposition(	X, n_topics=self.n_topics, n_iterations=self.n_iterations,	alpha_t=self.alpha_t, alpha_0=self.alpha_0, beta_w=self.beta_w, beta_0=self.beta_0,	random_state=self.random_state	)	self.components_ = phi	return theta		def transform(self, X):	theta, _ = plsa_decomposition(	X, n_topics=self.n_topics, n_iterations=self.n_iterations,	update_phi=False,  # do not update the word topic matrix	phi=self.components_,  # use the matrix obtained in the preceeding `fit_transform`	alpha_t=self.alpha_t, alpha_0=self.alpha_0, beta_w=self.beta_w, beta_0=self.beta_0,	random_state=self.random_state	)	return theta"
560,4_topic_modeling.ipynb,86,code,-,5,"from sklearn.feature_extraction.text import CountVectorizer	trf = CountVectorizer(stop_words=""english"")	trf.fit(train_dataset.data)	X_train = trf.transform(train_dataset.data)	X_test = trf.transform(test_dataset.data)"
561,4_topic_modeling.ipynb,87,markdown,-,1,Without smoothing (PLSA)
562,4_topic_modeling.ipynb,88,code,-,3,"plsa = PLSA(n_topics=3, n_iterations=30)	X_train_plsa = plsa.fit_transform(X_train)	X_test_plsa = plsa.transform(X_test)"
563,4_topic_modeling.ipynb,89,code,-,1,"show_vectorizer_largest_components(trf, plsa.components_)"
564,4_topic_modeling.ipynb,90,code,-,5,"dominant_topics = np.argmax(X_test_plsa, axis=1)		plot_confusion_matrix(test_dataset.target, dominant_topics)	# 100 iterations give the quality 0.8785407989730233	estimate_clustering_quality(test_dataset.target, dominant_topics)"
565,4_topic_modeling.ipynb,91,markdown,-,1,With smoothing (LDA)
566,4_topic_modeling.ipynb,92,code,-,6,"lda = PLSA(	n_topics=3, n_iterations=30,	alpha_t=0.1/3, alpha_0=0.1, beta_w=0.1/len(trf.vocabulary_), beta_0=0.1	)	X_train_lda = lda.fit_transform(X_train)	X_test_lda = lda.transform(X_test)"
567,4_topic_modeling.ipynb,93,code,-,1,"show_vectorizer_largest_components(trf, lda.components_)"
568,4_topic_modeling.ipynb,94,code,-,5,"dominant_topics = np.argmax(X_test_lda, axis=1)		plot_confusion_matrix(test_dataset.target, dominant_topics)	# 100 iterations give the quality 0.8821097151600854	estimate_clustering_quality(test_dataset.target, dominant_topics)"
569,4_topic_modeling.ipynb,95,markdown,slide,3,# Colab demo: gensim		`gensim` is a Python library that implements LDA algorithm.
570,4_topic_modeling.ipynb,96,code,-,10,"import spacy		# extract tokens (lemmas) with spaCy	# we are interested in interpretable topics, so keep only nouns, adjectives, verbs and adverbs	nlp = spacy.load(""en"", disable=['parser', 'ner'])	def tokens(s):	return [t.lemma_ for t in nlp(s) if t.pos_ in ['NOUN', 'ADJ', 'VERB', 'ADV']]		train_documents = [tokens(t) for t in tqdm(train_dataset.data, desc=""tokenize"")]	print(train_documents[0])"
571,4_topic_modeling.ipynb,97,code,-,9,"# Remove rare and common tokens.	from gensim.corpora import Dictionary		# Create a dictionary representation of the documents.	dictionary = Dictionary(train_documents)		# Filter out words that occur less than in 5 documents, or more than in 50% of the documents.	dictionary.filter_extremes(no_below=5, no_above=0.5)	print(""dictionary word with index 10:"", dictionary[10])"
572,4_topic_modeling.ipynb,98,code,-,5,"# Convert tokenized documents into bag-of-words (BOW) representation: (word index, word count)	corpus = [dictionary.doc2bow(doc) for doc in train_documents]	print(""Example of BOW representation:"", corpus[0])	print('Number of unique tokens:', len(dictionary))	print('Number of documents:', len(corpus))"
573,4_topic_modeling.ipynb,99,code,-,16,"from gensim.models import LdaModel		# train LDA model	lda = LdaModel(	corpus,  # documents in BOW format	id2word=dictionary.id2token,  # id -> word mapping to make topics interpretable	num_topics=3,  # desired number of topics	passes=30,  # number of iterations	)		# recall what true categories are	print(""True categories:"", train_dataset.target_names)		# look at the topics	print(""LDA topics:"")	lda.print_topics()"
574,4_topic_modeling.ipynb,100,code,-,8,"# check that topics provide good clusterization of the training data	def get_topic(lda, doc):	# helper function for gensim	return max(lda.get_document_topics(doc), key=lambda t: t[1])[0]		train_topics = [get_topic(lda, doc) for doc in corpus]	plot_confusion_matrix(train_dataset.target, train_topics)	estimate_clustering_quality(train_dataset.target, train_topics)"
575,4_topic_modeling.ipynb,101,markdown,slide,2,# Colab demo: pyLDAvis	Python library for interactive topic model visualization.
576,4_topic_modeling.ipynb,102,code,-,4,"!pip install -q pyldavis	# pyldavis makes gensim spam with warnings, suppress	import warnings	warnings.filterwarnings('ignore')"
577,4_topic_modeling.ipynb,103,code,-,6,"# Colab hint: View output fullscreen	import pyLDAvis	import pyLDAvis.gensim_models  # don't skip this		pyLDAvis.enable_notebook()	pyLDAvis.gensim_models.prepare(lda, corpus, dictionary)"
578,4_topic_modeling.ipynb,104,markdown,slide,7,"# Evaluate quality of topics.		Visually, we can evaluate top words (ordered by $\Pr(w|t)$) and decide if they form a meaningful topic.		**Idea**: top words of a topic should often co-occur.		**Definition**: topic coherence is the measure of how often the most ""representative"" words of a topic occur together."
579,4_topic_modeling.ipynb,105,markdown,slide,1,## Colab demo: implementation of coherence with PMI
580,4_topic_modeling.ipynb,106,code,-,9,"def get_top_topic_words(lda, dictionary, k=10):	# helper function that returns top k words for each topic	top_words = dict()	for topicid in range(lda.num_topics):	top_words[topicid] = [dictionary[tokenid] for tokenid, _ in lda.get_topic_terms(topicid, k)]	return top_words		from pprint import pprint	pprint(get_top_topic_words(lda, dictionary, k=10), compact=True)"
581,4_topic_modeling.ipynb,107,code,-,43,"def topic_coherence(documents, topic_words, window_size=10):	from collections import Counter	from itertools import combinations	import numpy as np		# Step 1. Compute word occurrence and co-occurrence in documents	words_count = Counter()	word_pairs_count = Counter()	num_windows = 0	for document in documents:	# count word co-occurrence in a sliding window	for window_start in range(max(0, len(document) - window_size) + 1):	num_windows += 1	window = document[window_start:window_start + window_size]	for w in window:	words_count[w] += 1	for word_pair in combinations(sorted(window), 2):	assert word_pair[0] <= word_pair[1]	word_pairs_count[word_pair] += 1		# Step 2. Estimate how often top words in topics co-occur.	scores = []	for topic_word_pair in combinations(sorted(topic_words), 2):	assert topic_word_pair[0] <= topic_word_pair[1]	# we can estimate how dependent two words are	# P(w1, w2) is the probability to find both words close to each other	P_w1_w2 = word_pairs_count[topic_word_pair] / num_windows	# P(w1) is the probability to find the first word in a document	P_w1 = words_count[topic_word_pair[0]] / num_windows	# P(w2) is the probability to find the second word in a document	P_w2 = words_count[topic_word_pair[1]] / num_windows		# if P(w1, w2) == P(w1) * P(w2), then w1 and w2 are independent	# if P(w1, w2) > P(w1) * P(w2), then w1 and w2 often co-occur		# compute log(P(w1, w2) / (P(w1) * P(w2))) as a measure of co-occurrence	# (it is called Pointwise Mutual Information, or PMI)	score = np.log(P_w1_w2 / (P_w1 * P_w2))	scores.append(score)	return np.mean(scores)		for topic, topic_words in get_top_topic_words(lda, dictionary, k=10).items():	print(topic, topic_coherence(train_documents, topic_words))"
582,4_topic_modeling.ipynb,108,markdown,slide,3,## Colab quiz 4		Choose the words with highest $PMI$.
583,4_topic_modeling.ipynb,109,code,-,2,enable_mathjax_in_cell()	quiz_coherence()()
584,4_topic_modeling.ipynb,110,markdown,slide,1,## Colab demo: coherence in gensim
585,4_topic_modeling.ipynb,111,markdown,-,1,"`gensim` implements several versons of coherence, but the idea is always the same: estimate how often top words in topics co-occur."
586,4_topic_modeling.ipynb,112,code,-,10,"from gensim.models import CoherenceModel	cm_uci = CoherenceModel(	model=lda,	texts=train_documents,	dictionary=dictionary,	coherence='c_uci',  # 'c_uci' is similar to our implementation	topn=10	)	print(""'c_uci' coherence per topic:"", cm_uci.get_coherence_per_topic())	print(""average 'c_uci' coherence:"", cm_uci.get_coherence())"
587,4_topic_modeling.ipynb,113,code,-,11,"# 'c_v' is the current state-of-the-art	# see http://svn.aksw.org/papers/2015/WSDM_Topic_Evaluation/public.pdf for details	cm_v = CoherenceModel(	model=lda,	texts=train_documents,	dictionary=dictionary,	coherence='c_v',	topn=10	)	print(""'c_v' coherence per topic:"", cm_v.get_coherence_per_topic())	print(""average 'c_v' coherence:"", cm_v.get_coherence())"
588,4_topic_modeling.ipynb,114,markdown,-,1,"Using coherence , we can choose the optimal number of topics."
589,4_topic_modeling.ipynb,115,code,-,13,"import warnings	warnings.filterwarnings('ignore')		num_topics_grid = list(range(1, 7))	coherences = []	for num_topics in tqdm(num_topics_grid):	# train LDA with num_topics	lda_ = LdaModel(corpus, id2word=dictionary.id2token, num_topics=num_topics, passes=5)	# evaluate coherence	cm = CoherenceModel(model=lda_, texts=train_documents, dictionary=dictionary, coherence='c_v', topn=10)	coherences.append(cm.get_coherence())	plt.plot(num_topics_grid, coherences)	plt.show()"
590,4_topic_modeling.ipynb,116,markdown,slide,1,# Colab demo: apply LDA model
591,4_topic_modeling.ipynb,117,code,-,4,"# experiment: document containing 1 word ""space""	space_doc = dictionary.doc2bow([""space""])	print(""document topics:"", lda.get_document_topics(space_doc))  # belongs to topic 0	print(""term topics:"", lda.get_term_topics(space_doc[0][0], minimum_probability=0))"
592,4_topic_modeling.ipynb,118,code,-,7,"# apply on new data	test_documents = [tokens(t) for t in tqdm(test_dataset.data, desc=""tokenize"")]	print(""test document example:"", test_documents[0])	test_corpus = [dictionary.doc2bow(doc) for doc in test_documents]	test_topics = [get_topic(lda, doc) for doc in test_corpus]	plot_confusion_matrix(test_dataset.target, test_topics)	estimate_clustering_quality(test_dataset.target, test_topics)"
593,4_topic_modeling.ipynb,119,markdown,slide,1,# Coding session 3
594,4_topic_modeling.ipynb,120,markdown,-,3,## Exercise 1		Tokenize the texts. Use the method `tokens()` implemented above.
595,4_topic_modeling.ipynb,121,code,-,3,"import pandas as pd	df = pd.read_csv(""harbour-space-text-mining-course/datasets/content_classification.csv"", header=0, names=[""text"", ""label""])	# YOUR CODE HERE"
596,4_topic_modeling.ipynb,122,markdown,-,5,"## Exercise 2		Create the dictionary for Gensim.	- Filter out words that occur less than in 5 documents, or more than in 50% of the documents.	- **NB**. There is a bug in Gensim: the dictionary should be initialized. To initialize the dictionary, you can just access an element of it. So print the dictionary element with the index 10."
597,4_topic_modeling.ipynb,123,code,-,3,from gensim.corpora import Dictionary		# YOUR CODE HERE
598,4_topic_modeling.ipynb,124,markdown,-,3,"## Exercise 3		Create the corpus, converting each document from the exercise 1 to the bag-of-words representation using `.doc2bow()` method of the dictionary created in the Exercise 2."
599,4_topic_modeling.ipynb,125,code,-,1,# YOUR CODE HERE
600,4_topic_modeling.ipynb,126,markdown,-,3,## Exercise 4		Train `LdaModel` with 7 topics. Use 10 passes over the training data.
601,4_topic_modeling.ipynb,127,code,-,3,from gensim.models import LdaModel		# YOUR CODE HERE
602,4_topic_modeling.ipynb,128,markdown,-,3,## Exercise 5		Visualize the LDA model from the Exercise 4 using `pyLDAVis`.
603,4_topic_modeling.ipynb,129,code,-,1,# YOUR CODE HERE
604,4_topic_modeling.ipynb,130,markdown,-,5,## Exercise 6		Choose the best parameters of `LdaModel` using `CoherenceModel`.		You can try different number of topics and more passes.
605,4_topic_modeling.ipynb,131,code,-,4,import warnings	warnings.filterwarnings('ignore')		# YOUR CODE HERE
606,4_topic_modeling.ipynb,132,markdown,slide,7,"# Summary	1. We can find groups of related documents using  $k$-means algorithm and TF-IDF vectors.	1. Centroids of clusters are interpretable: words with largest components form _topics_.	1. We can find topics using non-negative matrix factorization (NMF).	1. Probabilistic versions of NMF PLSA and LDA (EM-algorithm).	1. Python libraries: gensim, pyLDAvis.	1. We can evaluate quality of topics using _coherence_: how often ""important"" words of the topic occur together."
607,4_topic_modeling.ipynb,133,markdown,slide,5,"# Recommended resources	- [📖 ""In Depth: k-Means Clustering"" by Jake VanderPlas](https://jakevdp.github.io/PythonDataScienceHandbook/05.11-k-means.html)	- [📖 ""Topic Modeling with Gensim (Python)"" by Selva Prabhakaran](https://www.machinelearningplus.com/nlp/topic-modeling-gensim-python/)	- [📖 Exploring the Space of Topic Coherence Measures](http://svn.aksw.org/papers/2015/WSDM_Topic_Evaluation/public.pdf)	- [📖 Topic Models (in Russian)](http://www.machinelearning.ru/wiki/images/f/fb/Voron-ML-TopicModels.pdf)"
608,4_topic_modeling.ipynb,134,markdown,-,1,# [OPTIONAL] Regilarized non-negative factorization
609,4_topic_modeling.ipynb,135,markdown,-,2,"Clearly, there is no unique solution for factorization.	We may start with different initial values and get different results:"
610,4_topic_modeling.ipynb,136,code,-,2,"W, H = non_negative_number_factorization(4, D0=0.1, W0=10)	print(W, H, W*H)"
611,4_topic_modeling.ipynb,137,markdown,-,18,"We may want to restrict the number of solutions.		Let's put the additional constraint: $W \approx H$.		This constraint is enforced with *regularization*: instead of minimizing	$$	L_X(W, H) = \frac{1}{2} (X - WH)^2	$$	we will minimize	$$	L_{X, \alpha}(W, H) = \frac{1}{2} (X - WH)^2 + \color{red}{\frac{\alpha}{2} (W^2 + H^2)}	$$		Intuition: we need $W \approx H$, or $(W - H)^2 = W^2 + H^2 - 2WH \approx 0$. Since $WH$ is restricted ($WH \approx X$), we need the remaining part $W^2 + H^2$ to be as small as possible.		Now the derivatives are	- $\dfrac{\mathrm{d}L_{X, \alpha}}{\mathrm{d}H} = (WH-X)W \color{red}{+ \alpha H}$	- $\dfrac{\mathrm{d}L_{X, \alpha}}{\mathrm{d}W} = (WH-X)H \color{red}{+ \alpha W}$"
612,4_topic_modeling.ipynb,138,code,-,32,"def non_negative_number_factorization_regularized(	X,  # number to factorize	H0=None,  # optional initial value for H	W0=None,  # optional initial value for W	tolerance=1e-4,  # stop iterations if |X - WH| < tolerance	max_iterations=100000,  # stop iterations after max_iterations even if |X - WH| > tolerance	learning_rate=1e-5,  # lambda in the formula	alpha=0.1,  # regularization factor	seed=0,	):	import numpy as np	# initialize W and H with W0, H0 or randomly	np.random.seed(seed)	W = W0 or np.random.random() * X  # random from 0 to X	H = H0 or np.random.random() * X  # random from 0 to X		# repeat alternating steps until convergence	num_iterations = 0	while np.abs(X - W*H) > tolerance:	if num_iterations > max_iterations:	break	num_iterations += 1	H_step = -learning_rate * ((W*H - X) * W + alpha * H)	H += H_step	assert H > 0	W_step = -learning_rate * ((W*H - X) * H + alpha * W)	W += W_step	assert W > 0	return W, H		W, H = non_negative_number_factorization_regularized(4, W0=10, H0=0.1, alpha=0.5)	print(W, H, W*H)"
613,4_topic_modeling.ipynb,139,markdown,-,11,"# [OPTIONAL] Math behind `lda.get_document_topics`		This is the illustrative example how to compute probability of topic for a given document: $\Pr(t|d)$.		If $d$ contains only one word $w$, then $\Pr(t|d) = \Pr(t|w)$.		What we have is $\Pr(w|t)$, transform it to $\Pr(t|w)$ using Bayes' rule:	$$	\Pr(t|w) = \dfrac{\Pr(t, w)}{\Pr(w)} = \dfrac{\Pr(w|t)\Pr(t)}{\Pr(w)}	$$	We can estimate $\Pr(t)$ and $\Pr(w)$ summing over all documents."
614,5_word2vec.ipynb,0,code,-,30,"#@title <b><font color=""red"">▶</font><font color=""black""> run this cell to prepare supplementary materials for the lesson</font></b>		!rm -rf harbour-space-text-mining-course	!git clone https://github.com/horoshenkih/harbour-space-text-mining-course.git	import sys	sys.path.append('harbour-space-text-mining-course')		from tmcourse.utils import (	enable_mathjax_in_cell,	display_pca_scatterplot,	display_pca_scatterplot_interactive	)	from tmcourse.demo import (	demo_word2vec_batch,	demo_gradient_descent,	)	from tmcourse.quiz import (	quiz_skibidi,	quiz_word2vec_context,	quiz_word2vec_word_vector,	quiz_word2vec_subsampling,	quiz_word2vec_negative_sampling,	quiz_most_similar,	quiz_earl,	)	from tmcourse.ipyquiz import Quiz	from tqdm.notebook import tqdm		import warnings	warnings.filterwarnings('ignore')"
615,5_word2vec.ipynb,1,markdown,slide,1,<center><h1>Word vectors</h1></center>
616,5_word2vec.ipynb,2,markdown,slide,8,# Outline	1. Sparsity problem (words are not orthogonal)	1. Word meanings and distributional hypothesis	1. word2vec: idea	1. word2vec: algorithm	1. word2vec in gensim	1. Visualization of word vectors	1. Properties of word vectors
617,5_word2vec.ipynb,3,markdown,slide,5,"# Sparsity problem (words are not orthogonal)		So far, we treated words (or terms) as discrete symbols.	- For each word, `TfidfVectorizer` creates a separate vector component.	- Hence all words are _orthogonal_."
618,5_word2vec.ipynb,4,markdown,slide,6,"The following experiment shows that it may be a problem:	1. Take two questions from the Quora Question Pairs dataset:	- ""How can I be a good geologist?""	- ""What should I do to be a great geologist?""	1. Compute the distance between their tfidf-vectors	1. Repeat with only one change in the second question: ""good"" instead of ""great""."
619,5_word2vec.ipynb,5,code,slide,23,"from sklearn.feature_extraction.text import TfidfVectorizer	import pandas as pd	import numpy as np	from scipy.spatial.distance import cosine	def row_to_array(sparse_matrix_row):	return np.squeeze(np.asarray(sparse_matrix_row.todense()))		df = pd.read_csv(""harbour-space-text-mining-course/datasets/quora_question_pairs/train.csv"")		# words 'good' and 'great' are similar, but have different TF-IDF representations	# let's see if it makes any difference		vec = TfidfVectorizer().fit(list(df[""question1""].fillna(""."")) + list(df[""question2""].fillna(""."")))		question_1 =              ""How can I be a good geologist?""  # df.iloc[7][""question1""]	question_2 =              ""What should I do to be a great geologist?""  # df.iloc[7][""question2""]	question_2_reformulated = ""What should I do to be a good geologist?""		vector_1 = row_to_array(vec.transform([question_1]))	vector_2 = row_to_array(vec.transform([question_2]))	vector_2_reformulated = row_to_array(vec.transform([question_2_reformulated]))	print(""cosine(\""{}\"", \""{}\"") = {:.2f}"".format(question_1, question_2, cosine(vector_1, vector_2)))	print(""cosine(\""{}\"", \""{}\"") = {:.2f}"".format(question_1, question_2_reformulated, cosine(vector_1, vector_2_reformulated)))"
620,5_word2vec.ipynb,6,markdown,slide,1,"Words ""good"" and ""great"" have similar meanings in this case, but for TF-IDF they are different."
621,5_word2vec.ipynb,7,markdown,slide,1,"**Our goal**: instead of discrete representations (all words are different, or orthogonal), find representations that captures similarity between words."
622,5_word2vec.ipynb,8,markdown,slide,1,"**Technically**, we will represent words as _vectors_ such that the words with similar meanings will have similar (close) vectors."
623,5_word2vec.ipynb,9,markdown,slide,1,"But, what is ""meaning""? How do **we** understand the meaning of the word?"
624,5_word2vec.ipynb,10,markdown,slide,1,# Word meanings. Distributional hypothesis.
625,5_word2vec.ipynb,11,markdown,slide,2,"## Colab quiz 1	What is ""skibidi""?"
626,5_word2vec.ipynb,12,code,-,1,quiz_skibidi()()
627,5_word2vec.ipynb,13,markdown,slide,4,"Actually, neither the word ""skibidi"" nor the definitions 1-4 exist.	This quiz was generated using https://www.thisworddoesnotexist.com/		How did you know the meaning of ""skibidi""?"
628,5_word2vec.ipynb,14,markdown,slide,4,"## Distributional semantics	**Idea**: the meaning of a word can be deduced from  _contexts_ the word appears in.		> ""You shall know a word by the company it keeps"" (Firth, 1957)"
629,5_word2vec.ipynb,15,markdown,slide,3,"- **What we need**: represent words by vectors such that words with similar meanings have similar vectors.	- **What we know (assume)**: the meaning of a word can be deduced from  _contexts_ the word appears in	- **What we will do**: given a word, predict its context."
630,5_word2vec.ipynb,16,markdown,slide,1,# word2vec
631,5_word2vec.ipynb,17,markdown,slide,1,"**Idea**: for each word, find a vector such that words with similar vectors often occur in the same context."
632,5_word2vec.ipynb,18,markdown,slide,6,"- A large corpus of text (Wikipedia).	- Every word is represented by a vector.	- For each position in the text:	1. Get the word on this position.	1. Get the context of the word.	1. Adjust vectors to maximize the probability of the observed context (the closer the vectors, the larger the probability)."
633,5_word2vec.ipynb,19,markdown,slide,3,"## Colab demo: word2vec context		By definition, the context consists of $m$ surrounding words on the left and $m$ on the right. See the demonstration for $m=3$."
634,5_word2vec.ipynb,20,code,-,1,"demo_word2vec_batch(""never gonna give you up never gonna let you down"".split(), 3)"
635,5_word2vec.ipynb,21,markdown,slide,2,## Colab quiz 2	Choose the correct context
636,5_word2vec.ipynb,22,code,-,1,quiz_word2vec_context()()
637,5_word2vec.ipynb,23,markdown,slide,13,"## word2vec: objective function		Consider the position $t$ in the text:	- Word: $w_t$	- Context: $$w_{t-m}, w_{t-m + 1}, \dots, w_{\color{red}{t-1}}, w_{\color{red}{t+1}}, \dots, w_{t+m-1}, w_{t+m}$$	- Probability of the context	$$	\Pr(w_{t-m}, w_{t-m + 1}, \dots, w_{t-1}, w_{t+1}, \dots, w_{t+m-1}, w_{t+m}|w_t) \equiv \Pr_{\textrm{context}}(t)	$$	- Likelihood of the corpus is:	$$	\prod_{t=1}^T \Pr_{\textrm{context}}(t)	$$"
638,5_word2vec.ipynb,24,markdown,slide,7,"	Word vectors are _parameters_ $\theta$.		**Our goal**: maximize the likelihood, or minimize the _negative log-likelihood_ w.r.t. $\theta$:	$$	L(\theta) = -\sum_{t=1}^T \log\Pr_{\textrm{context}}(t)	$$"
639,5_word2vec.ipynb,25,markdown,slide,3,"**Assumption**: for each $t$, words both inside and outside the context are conditionally independent given $w_t$.		> Informally, for any word $\hat{w}$, the probability to find $\hat{w}$ in the context of $w_t$ depends only on $w_t$."
640,5_word2vec.ipynb,26,markdown,slide,4,So we can write:	$$	\Pr_{\textrm{context}}(t) = \left(\prod_{w' \in \textrm{context}(w_t)} \Pr(w'|w_t)\right)\left(\prod_{w'' \notin \textrm{context}(w_t)}(1 - \Pr(w''|w))\right)	$$
641,5_word2vec.ipynb,27,markdown,slide,6,"The objective function:	$$	L(\theta) = -\sum_{t=1}^T \left(\sum_{w' \in \textrm{context}(w_t)} \log\Pr(w'|w_t) + \sum_{w'' \notin \textrm{context}(w_t)}\log(1 - \Pr(w''|w))\right)	$$		As usual, we will use gradient descent to find parameters (word vectors) $\theta$ that minimize $L(\theta)$."
642,5_word2vec.ipynb,28,markdown,slide,1,## Colab demo: gradient descent
643,5_word2vec.ipynb,29,code,-,2,"demo_gradient_descent(lambda x: x**4 - x**3 - x**2 + 1, theta_0=-1, learning_rate=0.5)  # local minima	# demo_gradient_descent(lambda x: x**2, theta_0=-1, learning_rate=1.1)  # divergence"
644,5_word2vec.ipynb,30,markdown,slide,11,"## Problem 1: word in its own context		How do we estimate $\Pr(o|c)$?		Suppose the word $o$ has vector $\mathbf{u}$, and the word $c$ has vector $\mathbf{v}$.		It's natural to estimate	$$	\Pr(o|c) = \sigma(\mathbf{u} \cdot \mathbf{v})	$$	where $\mathbf{u} \cdot \mathbf{v}$ is the dot product, and $\sigma(s) = \dfrac{1}{1 + e^{-s}}$ is the sigmoid function."
